"Geneid"	"Chr"	"Start"	"End"	"Strand"	"Length"
"1891"	"ENSG00000120068"	"chr17"	46688739	46688966	"-"	2112
"1892"	"ENSG00000170689"	"chr17"	46698518	46700497	"-"	2705
"1893"	"ENSG00000242207"	"chr17"	46706037	46706220	"+"	669
"1894"	"ENSG00000210741"	"chr17"	46709852	46709921	"-"	70
"1895"	"ENSG00000272763"	"chr17"	46713285	46714135	"-"	1596
"1896"	"ENSG00000262745"	"chr17"	46760729	46760779	"+"	618
"1897"	"ENSG00000244559"	"chr17"	46767843	46767986	"-"	144
"1898"	"ENSG00000242067"	"chr17"	46768478	46769056	"-"	579
"1899"	"ENSG00000244649"	"chr17"	46782360	46783045	"+"	1974
"1900"	"ENSG00000241788"	"chr17"	46791092	46791321	"+"	230
"1901"	"ENSG00000159182"	"chr17"	46799084	46799261	"-"	383
"1902"	"ENSG00000229637"	"chr17"	46800530	46800675	"+"	1356
"1903"	"ENSG00000263602"	"chr17"	46801770	46801837	"-"	68
"1904"	"ENSG00000159184"	"chr17"	46802125	46804405	"-"	3467
"1905"	"ENSG00000242407"	"chr17"	46810453	46810484	"+"	532
"1906"	"ENSG00000170703"	"chr17"	46839597	46840335	"-"	5097
"1907"	"ENSG00000244514"	"chr17"	46842918	46843209	"-"	292
"1908"	"ENSG00000136436"	"chr17"	46908350	46908440	"+"	8333
"1909"	"ENSG00000248278"	"chr17"	46952222	46952560	"-"	897
"1910"	"ENSG00000212565"	"chr17"	46958202	46958329	"+"	128
"1911"	"ENSG00000248895"	"chr17"	46958484	46958678	"+"	195
"1912"	"ENSG00000159199"	"chr17"	46970127	46970487	"+"	2615
"1913"	"ENSG00000270781"	"chr17"	46976493	46976593	"+"	301
"1914"	"ENSG00000159202"	"chr17"	46985731	46986182	"+"	5753
"1915"	"ENSG00000159210"	"chr17"	47006678	47007974	"-"	5270
"1916"	"ENSG00000230532"	"chr17"	47009153	47009261	"+"	483
"1917"	"ENSG00000200903"	"chr17"	47026723	47026882	"-"	160
"1918"	"ENSG00000238804"	"chr17"	47034012	47034115	"-"	104
"1919"	"ENSG00000159224"	"chr17"	47035916	47036078	"-"	716
"1920"	"ENSG00000250838"	"chr17"	47072628	47072944	"-"	428
"1921"	"ENSG00000159217"	"chr17"	47074774	47075282	"+"	9109
"1922"	"ENSG00000251461"	"chr17"	47082093	47082168	"-"	432
"1923"	"ENSG00000252636"	"chr17"	47113714	47113817	"+"	104
"1924"	"ENSG00000251550"	"chr17"	47114484	47114791	"+"	308
"1925"	"ENSG00000264552"	"chr17"	47126902	47126986	"+"	85
"1926"	"ENSG00000248883"	"chr17"	47162873	47163023	"+"	307
"1927"	"ENSG00000271770"	"chr17"	47187124	47187413	"+"	290
"1928"	"ENSG00000167080"	"chr17"	47209822	47209872	"+"	2110
"1929"	"ENSG00000240995"	"chr17"	47225701	47226134	"-"	468
"1930"	"ENSG00000262973"	"chr17"	47249257	47250608	"+"	1352
"1931"	"ENSG00000167083"	"chr17"	47280153	47280394	"-"	1689
"1932"	"ENSG00000108798"	"chr17"	47287589	47288203	"+"	2456
"1933"	"ENSG00000173868"	"chr17"	47300724	47302493	"-"	2375
"1934"	"ENSG00000177369"	"chr17"	47325601	47325664	"+"	2567
"1935"	"ENSG00000198740"	"chr17"	47366568	47369057	"-"	8810
"1936"	"ENSG00000251964"	"chr17"	47403202	47403263	"-"	62
"1937"	"ENSG00000248714"	"chr17"	47438527	47438583	"+"	881
"1938"	"ENSG00000262039"	"chr17"	47448102	47448297	"+"	382
"1939"	"ENSG00000250948"	"chr17"	47452742	47452871	"+"	245
"1940"	"ENSG00000186244"	"chr17"	47477791	47478162	"-"	372
"1941"	"ENSG00000167085"	"chr17"	47481414	47482566	"-"	3814
"1942"	"ENSG00000250186"	"chr17"	47481443	47481984	"+"	963
"1943"	"ENSG00000207127"	"chr17"	47494106	47494212	"-"	107
"1944"	"ENSG00000229944"	"chr17"	47500970	47502298	"-"	1329
"1945"	"ENSG00000249497"	"chr17"	47535223	47535500	"-"	1754
"1946"	"ENSG00000064300"	"chr17"	47572655	47572845	"+"	4150
"1947"	"ENSG00000249906"	"chr17"	47583019	47583862	"-"	1221
"1948"	"ENSG00000250310"	"chr17"	47622209	47622591	"-"	577
"1949"	"ENSG00000252789"	"chr17"	47638364	47638447	"-"	84
"1950"	"ENSG00000182575"	"chr17"	47653220	47653635	"+"	5648
"1951"	"ENSG00000121067"	"chr17"	47676246	47678993	"-"	6380
"1952"	"ENSG00000121073"	"chr17"	47778305	47780500	"-"	5889
"1953"	"ENSG00000250751"	"chr17"	47785696	47785837	"+"	575
"1954"	"ENSG00000121104"	"chr17"	47787694	47788917	"-"	3836
"1955"	"ENSG00000136504"	"chr17"	47865917	47866211	"+"	6085
"1956"	"ENSG00000235183"	"chr17"	47872705	47873031	"+"	327
"1957"	"ENSG00000262837"	"chr17"	47911601	47911915	"+"	416
"1958"	"ENSG00000176358"	"chr17"	47915671	47916035	"-"	1001
"1959"	"ENSG00000204584"	"chr17"	47923272	47923368	"+"	2100
"1960"	"ENSG00000248954"	"chr17"	47964961	47965035	"+"	1816
"1961"	"ENSG00000254039"	"chr17"	47991767	47991870	"+"	395
"1962"	"ENSG00000249176"	"chr17"	48016486	48017183	"+"	698
"1963"	"ENSG00000199492"	"chr17"	48043439	48043540	"-"	102
"1964"	"ENSG00000108813"	"chr17"	48046334	48046403	"+"	3211
"1965"	"ENSG00000064195"	"chr17"	48067369	48069228	"-"	2715
"1966"	"ENSG00000248172"	"chr17"	48074253	48074391	"+"	586
"1967"	"ENSG00000246640"	"chr17"	48127713	48129999	"-"	2533
"1968"	"ENSG00000005884"	"chr17"	48133332	48133380	"+"	9802
"1969"	"ENSG00000005882"	"chr17"	48172101	48172262	"+"	5481
"1970"	"ENSG00000250282"	"chr17"	48178068	48178429	"-"	430
"1971"	"ENSG00000167100"	"chr17"	48187404	48192388	"-"	7016
"1972"	"ENSG00000108819"	"chr17"	48211104	48212749	"-"	4290
"1973"	"ENSG00000236472"	"chr17"	48212951	48213042	"+"	468
"1974"	"ENSG00000253730"	"chr17"	48235694	48235984	"-"	547
"1975"	"ENSG00000261959"	"chr17"	48240884	48242677	"-"	1794
"1976"	"ENSG00000108823"	"chr17"	48241575	48241677	"+"	2452
"1977"	"ENSG00000188662"	"chr17"	48248789	48249837	"-"	1518
"1978"	"ENSG00000108821"	"chr17"	48260650	48263009	"-"	9819
"1979"	"ENSG00000249406"	"chr17"	48286333	48286484	"+"	839
"1980"	"ENSG00000263176"	"chr17"	48290294	48290431	"-"	578
"1981"	"ENSG00000251085"	"chr17"	48292055	48292136	"+"	455
"1982"	"ENSG00000249838"	"chr17"	48313206	48313490	"+"	285
"1983"	"ENSG00000239135"	"chr17"	48322257	48322365	"-"	109
"1984"	"ENSG00000167105"	"chr17"	48348767	48348850	"+"	3099
"1985"	"ENSG00000251179"	"chr17"	48358938	48359237	"-"	750
"1986"	"ENSG00000015532"	"chr17"	48423453	48423636	"+"	5472
"1987"	"ENSG00000108826"	"chr17"	48445218	48447460	"-"	3027
"1988"	"ENSG00000154920"	"chr17"	48450581	48450638	"+"	3294
"1989"	"ENSG00000108829"	"chr17"	48452420	48452681	"-"	4570
"1990"	"ENSG00000206824"	"chr17"	48463506	48463607	"-"	102
"1991"	"ENSG00000253102"	"chr17"	48473799	48473864	"+"	715
"1992"	"ENSG00000167107"	"chr17"	48503519	48503750	"+"	5797
"1993"	"ENSG00000262759"	"chr17"	48527540	48527589	"-"	257
"1994"	"ENSG00000136457"	"chr17"	48541857	48542410	"-"	1802
"1995"	"ENSG00000136444"	"chr17"	48556161	48556380	"+"	4198
"1996"	"ENSG00000249451"	"chr17"	48580773	48581094	"-"	349
"1997"	"ENSG00000136449"	"chr17"	48585745	48586111	"+"	6515
"1998"	"ENSG00000049283"	"chr17"	48609904	48610346	"+"	4642
"1999"	"ENSG00000250286"	"chr17"	48614655	48614862	"-"	886
"2000"	"ENSG00000006282"	"chr17"	48620419	48620896	"+"	5237
"2001"	"ENSG00000250107"	"chr17"	48633568	48634819	"-"	1579
"2002"	"ENSG00000006283"	"chr17"	48638429	48639062	"+"	9709
"2003"	"ENSG00000250976"	"chr17"	48640564	48640632	"-"	156
"2004"	"ENSG00000251239"	"chr17"	48704393	48704701	"-"	510
"2005"	"ENSG00000108846"	"chr17"	48712138	48712171	"+"	9614
"2006"	"ENSG00000154945"	"chr17"	48770551	48773504	"-"	4849
"2007"	"ENSG00000262967"	"chr17"	48770809	48771388	"+"	670
"2008"	"ENSG00000201340"	"chr17"	48774005	48774121	"+"	117
"2009"	"ENSG00000108848"	"chr17"	48796905	48797192	"+"	8151
"2010"	"ENSG00000167117"	"chr17"	48838390	48838867	"-"	3663
"2011"	"ENSG00000248702"	"chr17"	48874727	48875012	"-"	286
"2012"	"ENSG00000173714"	"chr17"	48912011	48912393	"+"	3971
"2013"	"ENSG00000261976"	"chr17"	48917418	48917719	"-"	457
"2014"	"ENSG00000243521"	"chr17"	48925311	48926055	"+"	905
"2015"	"ENSG00000141232"	"chr17"	48939584	48941524	"-"	2521
"2016"	"ENSG00000229980"	"chr17"	48944040	48944578	"+"	2149
"2017"	"ENSG00000262006"	"chr17"	48986998	48987209	"-"	492
"2018"	"ENSG00000247011"	"chr17"	49012350	49013086	"-"	2054
"2019"	"ENSG00000251665"	"chr17"	49021465	49021561	"+"	1229
"2020"	"ENSG00000008294"	"chr17"	49039535	49043748	"-"	11948
"2021"	"ENSG00000249870"	"chr17"	49119885	49119916	"+"	332
"2022"	"ENSG00000238815"	"chr17"	49175535	49175639	"-"	105
"2023"	"ENSG00000239672"	"chr17"	49230897	49231023	"+"	3438
"2024"	"ENSG00000243678"	"chr17"	49230920	49231023	"+"	3301
"2025"	"ENSG00000011052"	"chr17"	49230951	49231023	"+"	1241
"2026"	"ENSG00000011258"	"chr17"	49254786	49258055	"-"	7201
"2027"	"ENSG00000264895"	"chr17"	49326940	49329109	"-"	2170
"2028"	"ENSG00000011260"	"chr17"	49337889	49338287	"+"	2721
"2029"	"ENSG00000249383"	"chr17"	49389970	49390145	"-"	1723
"2030"	"ENSG00000249982"	"chr17"	49410040	49410111	"+"	650
"2031"	"ENSG00000249658"	"chr17"	49412622	49413027	"+"	585
"2032"	"ENSG00000225860"	"chr17"	49414076	49415281	"+"	2645
"2033"	"ENSG00000267452"	"chr17"	49512788	49513057	"+"	3115
"2034"	"ENSG00000187504"	"chr17"	49579849	49580594	"-"	746
"2035"	"ENSG00000265171"	"chr17"	49672867	49673118	"-"	252
"2036"	"ENSG00000154975"	"chr17"	49707674	49708967	"-"	4450
"2037"	"ENSG00000252109"	"chr17"	50303618	50303707	"-"	90
"2038"	"ENSG00000263317"	"chr17"	50467875	50467950	"+"	308
"2039"	"ENSG00000226364"	"chr17"	50939481	50939831	"+"	682
"2040"	"ENSG00000227011"	"chr17"	51062880	51063081	"+"	835
"2041"	"ENSG00000262902"	"chr17"	51183095	51183719	"+"	625
"2042"	"ENSG00000263252"	"chr17"	51430788	51431495	"-"	708
"2043"	"ENSG00000262271"	"chr17"	51511492	51511691	"+"	1183
"2044"	"ENSG00000262518"	"chr17"	51515917	51516019	"+"	768
"2045"	"ENSG00000221534"	"chr17"	51614874	51614965	"+"	92
"2046"	"ENSG00000262384"	"chr17"	51758991	51759472	"-"	482
"2047"	"ENSG00000233380"	"chr17"	51834350	51835231	"-"	882
"2048"	"ENSG00000141200"	"chr17"	51900239	51902573	"+"	2335
"2049"	"ENSG00000263189"	"chr17"	52030297	52032685	"+"	2389
"2050"	"ENSG00000261965"	"chr17"	52555157	52555529	"+"	373
"2051"	"ENSG00000263199"	"chr17"	52780297	52780791	"+"	495
"2052"	"ENSG00000263125"	"chr17"	52831526	52832010	"-"	485
"2053"	"ENSG00000251809"	"chr17"	52848310	52848638	"+"	329
"2054"	"ENSG00000141198"	"chr17"	52976748	52977605	"+"	7268
"2055"	"ENSG00000166260"	"chr17"	53029263	53032510	"-"	6488
"2056"	"ENSG00000166263"	"chr17"	53046088	53046176	"+"	8708
"2057"	"ENSG00000261589"	"chr17"	53246184	53250993	"+"	4810
"2058"	"ENSG00000108924"	"chr17"	53342373	53342960	"+"	6602
"2059"	"ENSG00000263096"	"chr17"	53348865	53350460	"-"	1740
"2060"	"ENSG00000262079"	"chr17"	53403118	53404664	"-"	1763
"2061"	"ENSG00000108960"	"chr17"	53469974	53471895	"-"	3177
"2062"	"ENSG00000262395"	"chr17"	53531407	53531443	"-"	263
"2063"	"ENSG00000261873"	"chr17"	53545427	53545762	"-"	566
"2064"	"ENSG00000236319"	"chr17"	53604325	53604544	"-"	1124
"2065"	"ENSG00000262135"	"chr17"	53628292	53629010	"-"	719
"2066"	"ENSG00000200107"	"chr17"	53629171	53629281	"+"	111
"2067"	"ENSG00000166292"	"chr17"	53796988	53798496	"-"	2906
"2068"	"ENSG00000141179"	"chr17"	53828340	53828838	"+"	5880
"2069"	"ENSG00000262052"	"chr17"	53920038	53920233	"-"	585
"2070"	"ENSG00000264277"	"chr17"	54132148	54132247	"+"	100
"2071"	"ENSG00000153930"	"chr17"	54188319	54188407	"+"	6923
"2072"	"ENSG00000261882"	"chr17"	54445424	54445576	"+"	153
"2073"	"ENSG00000243058"	"chr17"	54650401	54650556	"+"	156
"2074"	"ENSG00000183691"	"chr17"	54671060	54672951	"+"	1892
"2075"	"ENSG00000214226"	"chr17"	54869274	54869713	"-"	2410
"2076"	"ENSG00000153933"	"chr17"	54911460	54911621	"+"	10041
"2077"	"ENSG00000262951"	"chr17"	54946308	54946925	"+"	618
"2078"	"ENSG00000212469"	"chr17"	54948531	54948637	"+"	107
"2079"	"ENSG00000262408"	"chr17"	54962000	54962180	"-"	181
"2080"	"ENSG00000121060"	"chr17"	54965270	54969590	"-"	6666
"2081"	"ENSG00000262112"	"chr17"	54966241	54966318	"+"	538
"2082"	"ENSG00000265238"	"chr17"	54968631	54968716	"-"	86
"2083"	"ENSG00000121058"	"chr17"	55015548	55016515	"-"	3030
"2084"	"ENSG00000262298"	"chr17"	55017293	55017600	"+"	549
"2085"	"ENSG00000262623"	"chr17"	55029025	55029140	"+"	410
"2086"	"ENSG00000121064"	"chr17"	55055466	55055596	"+"	3853
"2087"	"ENSG00000263120"	"chr17"	55060110	55062465	"+"	2356
"2088"	"ENSG00000265809"	"chr17"	55080344	55080444	"+"	101
"2089"	"ENSG00000261192"	"chr17"	55122839	55124158	"+"	1320
"2090"	"ENSG00000263004"	"chr17"	55155659	55156064	"-"	855
"2091"	"ENSG00000121057"	"chr17"	55162453	55162519	"+"	5399
"2092"	"ENSG00000263089"	"chr17"	55169506	55173786	"-"	4281
"2093"	"ENSG00000153944"	"chr17"	55333212	55333342	"+"	21471
"2094"	"ENSG00000263902"	"chr17"	55489272	55489562	"-"	291
"2095"	"ENSG00000266100"	"chr17"	55599609	55600053	"-"	563
"2096"	"ENSG00000263499"	"chr17"	55678217	55679369	"-"	1412
"2097"	"ENSG00000242889"	"chr17"	55695469	55695759	"+"	291
"2098"	"ENSG00000238447"	"chr17"	55762890	55762953	"-"	64
"2099"	"ENSG00000166329"	"chr17"	55821842	55822673	"-"	832
"2100"	"ENSG00000265542"	"chr17"	55849307	55849557	"-"	612
"2101"	"ENSG00000222976"	"chr17"	55866810	55867093	"+"	284
"2102"	"ENSG00000181610"	"chr17"	55916842	55917296	"-"	1679
"2103"	"ENSG00000180891"	"chr17"	55938604	55940718	"-"	5577
"2104"	"ENSG00000264914"	"chr17"	55989694	55989842	"+"	459
"2105"	"ENSG00000136451"	"chr17"	56048910	56052261	"-"	4911
"2106"	"ENSG00000266086"	"chr17"	56066399	56066630	"-"	711
"2107"	"ENSG00000264112"	"chr17"	56066400	56072211	"-"	5812
"2108"	"ENSG00000136450"	"chr17"	56080721	56083334	"-"	3340
"2109"	"ENSG00000266290"	"chr17"	56154252	56156620	"-"	6113
"2110"	"ENSG00000264364"	"chr17"	56160776	56161044	"+"	6805
"2111"	"ENSG00000141194"	"chr17"	56232494	56233517	"+"	1024
"2112"	"ENSG00000229590"	"chr17"	56234389	56235161	"+"	773
"2113"	"ENSG00000255713"	"chr17"	56247017	56247940	"+"	924
"2114"	"ENSG00000121053"	"chr17"	56270098	56270283	"+"	2708
"2115"	"ENSG00000011143"	"chr17"	56282803	56283531	"-"	4073
"2116"	"ENSG00000167419"	"chr17"	56295909	56296178	"+"	6433
"2117"	"ENSG00000005381"	"chr17"	56347217	56348224	"-"	3622
"2118"	"ENSG00000005379"	"chr17"	56378592	56382819	"-"	11382
"2119"	"ENSG00000265148"	"chr17"	56402811	56403089	"+"	3601
"2120"	"ENSG00000265206"	"chr17"	56408245	56409869	"-"	1625
"2121"	"ENSG00000264399"	"chr17"	56413337	56413383	"-"	47
"2122"	"ENSG00000213246"	"chr17"	56422539	56423674	"-"	2076
"2123"	"ENSG00000108375"	"chr17"	56429861	56432347	"-"	7505
"2124"	"ENSG00000176160"	"chr17"	56497528	56499791	"-"	4094
"2125"	"ENSG00000266051"	"chr17"	56533485	56533575	"-"	91
"2126"	"ENSG00000266648"	"chr17"	56553499	56554311	"-"	813
"2127"	"ENSG00000108389"	"chr17"	56566898	56569201	"-"	7467
"2128"	"ENSG00000264672"	"chr17"	56597198	56597338	"+"	1575
"2129"	"ENSG00000108387"	"chr17"	56597611	56597846	"-"	8012
"2130"	"ENSG00000181013"	"chr17"	56618948	56619327	"-"	2123
"2131"	"ENSG00000121101"	"chr17"	56634039	56634408	"-"	5325
"2132"	"ENSG00000212195"	"chr17"	56709003	56709197	"-"	195
"2133"	"ENSG00000202077"	"chr17"	56736510	56736666	"-"	157
"2134"	"ENSG00000266826"	"chr17"	56737941	56738960	"-"	1020
"2135"	"ENSG00000199426"	"chr17"	56743898	56744058	"-"	161
"2136"	"ENSG00000266561"	"chr17"	56752647	56752823	"+"	177
"2137"	"ENSG00000206917"	"chr17"	56754935	56755098	"-"	164
"2138"	"ENSG00000200997"	"chr17"	56756888	56757051	"-"	164
"2139"	"ENSG00000108384"	"chr17"	56769934	56771172	"+"	3349
"2140"	"ENSG00000175175"	"chr17"	56833230	56833822	"+"	2988
"2141"	"ENSG00000251865"	"chr17"	56913260	56913355	"+"	96
"2142"	"ENSG00000241462"	"chr17"	56975137	56975194	"+"	383
"2143"	"ENSG00000263938"	"chr17"	57043313	57044088	"+"	776
"2144"	"ENSG00000108395"	"chr17"	57059999	57060282	"-"	5482
"2145"	"ENSG00000216168"	"chr17"	57066229	57066315	"-"	87
"2146"	"ENSG00000263558"	"chr17"	57136587	57136850	"+"	264
"2147"	"ENSG00000224738"	"chr17"	57183959	57184952	"+"	1338
"2148"	"ENSG00000182628"	"chr17"	57187312	57189706	"-"	3148
"2149"	"ENSG00000252212"	"chr17"	57206637	57206819	"-"	183
"2150"	"ENSG00000211514"	"chr17"	57215119	57215233	"-"	115
"2151"	"ENSG00000207996"	"chr17"	57228497	57228582	"-"	86
"2152"	"ENSG00000068489"	"chr17"	57232860	57233166	"+"	4080
"2153"	"ENSG00000266537"	"chr17"	57252344	57252488	"-"	798
"2154"	"ENSG00000265303"	"chr17"	57274927	57274964	"+"	557
"2155"	"ENSG00000265415"	"chr17"	57280038	57280261	"-"	321
"2156"	"ENSG00000167447"	"chr17"	57286761	57286872	"+"	3752
"2157"	"ENSG00000153982"	"chr17"	57297828	57298112	"+"	2970
"2158"	"ENSG00000207235"	"chr17"	57338109	57338207	"+"	99
"2159"	"ENSG00000271063"	"chr17"	57358491	57358704	"+"	214
"2160"	"ENSG00000175155"	"chr17"	57409050	57409185	"+"	8667
"2161"	"ENSG00000263857"	"chr17"	57443444	57443515	"+"	72
"2162"	"ENSG00000266002"	"chr17"	57477849	57477992	"-"	215
"2163"	"ENSG00000265313"	"chr17"	57508230	57508281	"-"	726
"2164"	"ENSG00000200889"	"chr17"	57614720	57614860	"-"	141
"2165"	"ENSG00000108406"	"chr17"	57642886	57643144	"+"	6092
"2166"	"ENSG00000141367"	"chr17"	57697219	57697534	"+"	11021
"2167"	"ENSG00000141378"	"chr17"	57751997	57752182	"-"	4740
"2168"	"ENSG00000062716"	"chr17"	57784553	57784633	"+"	6916
"2169"	"ENSG00000267637"	"chr17"	57862174	57862396	"+"	223
"2170"	"ENSG00000199004"	"chr17"	57918627	57918698	"+"	72
"2171"	"ENSG00000201524"	"chr17"	57924799	57924905	"-"	107
"2172"	"ENSG00000108423"	"chr17"	57936851	57937785	"-"	3320
"2173"	"ENSG00000270264"	"chr17"	57962376	57962913	"+"	538
"2174"	"ENSG00000108443"	"chr17"	57970447	57970686	"+"	7647
"2175"	"ENSG00000241913"	"chr17"	57989558	57989727	"+"	170
"2176"	"ENSG00000267318"	"chr17"	58018269	58018304	"+"	481
"2177"	"ENSG00000189050"	"chr17"	58029601	58030472	"-"	3399
"2178"	"ENSG00000267104"	"chr17"	58039724	58039977	"-"	3572
"2179"	"ENSG00000267302"	"chr17"	58042193	58042549	"+"	2137
"2180"	"ENSG00000266992"	"chr17"	58053370	58053493	"-"	1412
"2181"	"ENSG00000238283"	"chr17"	58085798	58086409	"-"	1693
"2182"	"ENSG00000263422"	"chr17"	58119722	58119803	"-"	82
"2183"	"ENSG00000266701"	"chr17"	58119907	58119988	"-"	82
"2184"	"ENSG00000265638"	"chr17"	58120055	58120133	"-"	79
"2185"	"ENSG00000263820"	"chr17"	58120166	58120243	"-"	78
"2186"	"ENSG00000264049"	"chr17"	58120386	58120466	"-"	81
"2187"	"ENSG00000068097"	"chr17"	58120555	58121495	"-"	4866
"2188"	"ENSG00000267526"	"chr17"	58140365	58141377	"-"	1447
"2189"	"ENSG00000267416"	"chr17"	58156670	58156833	"+"	699
"2190"	"ENSG00000261040"	"chr17"	58160927	58161127	"-"	1099
"2191"	"ENSG00000267295"	"chr17"	58191154	58191253	"-"	569
"2192"	"ENSG00000267248"	"chr17"	58203896	58204226	"-"	1566
"2193"	"ENSG00000267095"	"chr17"	58213123	58213588	"-"	542
"2194"	"ENSG00000167434"	"chr17"	58227297	58227453	"+"	2424
"2195"	"ENSG00000266960"	"chr17"	58250683	58251183	"+"	501
"2196"	"ENSG00000170832"	"chr17"	58256455	58256789	"-"	7755
"2197"	"ENSG00000252577"	"chr17"	58308877	58309007	"-"	131
"2198"	"ENSG00000241157"	"chr17"	58322649	58323008	"-"	360
"2199"	"ENSG00000271626"	"chr17"	58393195	58393576	"+"	382
"2200"	"ENSG00000141371"	"chr17"	58469790	58469903	"+"	1184
"2201"	"ENSG00000213228"	"chr17"	58511039	58513357	"-"	2319
"2202"	"ENSG00000062725"	"chr17"	58520520	58525195	"-"	9866
"2203"	"ENSG00000270553"	"chr17"	58590551	58590911	"+"	361
"2204"	"ENSG00000259349"	"chr17"	58603654	58603862	"+"	718
"2205"	"ENSG00000267678"	"chr17"	58639371	58639522	"-"	152
"2206"	"ENSG00000267772"	"chr17"	58641908	58641988	"+"	646
"2207"	"ENSG00000266943"	"chr17"	58642101	58642359	"-"	606
"2208"	"ENSG00000170836"	"chr17"	58677544	58678247	"+"	3252
"2209"	"ENSG00000200013"	"chr17"	58739694	58739798	"-"	105
"2210"	"ENSG00000141376"	"chr17"	58754814	58754947	"+"	14101
"2211"	"ENSG00000239932"	"chr17"	58773674	58773964	"+"	291
"2212"	"ENSG00000224011"	"chr17"	58804526	58804843	"-"	318
"2213"	"ENSG00000252534"	"chr17"	58826301	58826407	"-"	107
"2214"	"ENSG00000267083"	"chr17"	58887526	58888823	"+"	1298
"2215"	"ENSG00000211515"	"chr17"	58888318	58888413	"+"	96
"2216"	"ENSG00000254114"	"chr17"	58928743	58929106	"+"	364
"2217"	"ENSG00000264322"	"chr17"	58977252	58977544	"+"	293
"2218"	"ENSG00000238799"	"chr17"	59039151	59039254	"-"	104
"2219"	"ENSG00000267207"	"chr17"	59111997	59112135	"-"	429
"2220"	"ENSG00000267449"	"chr17"	59147217	59147365	"-"	247
"2221"	"ENSG00000227694"	"chr17"	59147232	59147702	"+"	471
"2222"	"ENSG00000267667"	"chr17"	59208065	59208252	"-"	286
"2223"	"ENSG00000267131"	"chr17"	59439029	59439218	"-"	470
"2224"	"ENSG00000266934"	"chr17"	59460146	59460757	"+"	1329
"2225"	"ENSG00000267280"	"chr17"	59470817	59471108	"-"	1206
"2226"	"ENSG00000121068"	"chr17"	59477257	59477932	"+"	6029
"2227"	"ENSG00000187013"	"chr17"	59489112	59490641	"+"	1530
"2228"	"ENSG00000121075"	"chr17"	59529765	59529938	"+"	3996
"2229"	"ENSG00000267137"	"chr17"	59537585	59537630	"-"	552
"2230"	"ENSG00000253506"	"chr17"	59667794	59668563	"-"	770
"2231"	"ENSG00000196861"	"chr17"	59667894	59668541	"-"	648
"2232"	"ENSG00000136492"	"chr17"	59758627	59761501	"-"	7991
"2233"	"ENSG00000108506"	"chr17"	59942731	59945087	"-"	7129
"2234"	"ENSG00000202361"	"chr17"	59951445	59951543	"-"	99
"2235"	"ENSG00000108510"	"chr17"	60019966	60023961	"-"	12677
"2236"	"ENSG00000242398"	"chr17"	60083100	60083348	"-"	249
"2237"	"ENSG00000221302"	"chr17"	60093218	60093298	"-"	81
"2238"	"ENSG00000200842"	"chr17"	60114194	60114306	"+"	113
"2239"	"ENSG00000207123"	"chr17"	60199681	60199782	"+"	102
"2240"	"ENSG00000266066"	"chr17"	60214333	60218000	"-"	3668
"2241"	"ENSG00000266365"	"chr17"	60308831	60308938	"-"	843
"2242"	"ENSG00000266647"	"chr17"	60337995	60338134	"+"	216
"2243"	"ENSG00000188755"	"chr17"	60342066	60342989	"-"	2116
"2244"	"ENSG00000270033"	"chr17"	60349848	60349871	"-"	397
"2245"	"ENSG00000263887"	"chr17"	60359748	60360274	"-"	1815
"2246"	"ENSG00000242123"	"chr17"	60397245	60397550	"+"	306
"2247"	"ENSG00000172421"	"chr17"	60447579	60447683	"+"	1930
"2248"	"ENSG00000239809"	"chr17"	60459029	60459376	"+"	348
"2249"	"ENSG00000251981"	"chr17"	60460465	60460527	"+"	63
"2250"	"ENSG00000239527"	"chr17"	60474758	60475105	"+"	444
"2251"	"ENSG00000087995"	"chr17"	60501228	60501671	"+"	3114
"2252"	"ENSG00000146872"	"chr17"	60536019	60536126	"+"	8583
"2253"	"ENSG00000239246"	"chr17"	60593682	60594128	"-"	447
"2254"	"ENSG00000264546"	"chr17"	60627087	60628274	"+"	1707
"2255"	"ENSG00000011028"	"chr17"	60704762	60705281	"+"	6860
"2256"	"ENSG00000207382"	"chr17"	60738982	60739086	"-"	105
"2257"	"ENSG00000199697"	"chr17"	60761266	60761371	"+"	106
"2258"	"ENSG00000265702"	"chr17"	60776605	60777140	"+"	3892
"2259"	"ENSG00000173838"	"chr17"	60778675	60779119	"-"	4920
"2260"	"ENSG00000265000"	"chr17"	60885861	60886312	"+"	1811
"2261"	"ENSG00000264907"	"chr17"	60918462	60919006	"+"	545
"2262"	"ENSG00000263931"	"chr17"	61012763	61012814	"-"	498
"2263"	"ENSG00000207552"	"chr17"	61021576	61021673	"+"	98
"2264"	"ENSG00000265262"	"chr17"	61028192	61028549	"-"	358
"2265"	"ENSG00000266411"	"chr17"	61044178	61045039	"-"	912
"2266"	"ENSG00000270324"	"chr17"	61055855	61056202	"-"	348
